interaction_id,Interaction_Time,Department,User_Role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,Feedback_Category,Speed_Performance,AI_Success_Flag
INT-101680,55:31.9,Operations,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.6,2159,3,Medium,Neutral,Slow,High Performance
INT-101672,39:31.9,Operations,Analyst,Forecast next quarter revenue,Sales,Conversion Rate,Trend Analysis,0.8,818,5,Medium,Positive,Slow,High Performance
INT-101646,13:31.9,Marketing,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,1,1462,4,Low,Positive,Slow,High Performance
INT-101574,50:31.9,Operations,Executive,Compare sales performance by region,Revenue,Churn Rate,Descriptive,0.7,2250,4,Medium,Positive,Slow,High Performance
INT-102159,15:31.9,Operations,Analyst,Compare sales performance by region,Customer,Churn Rate,Trend Analysis,0.6,1685,1,High,Negative,Slow,Review Needed
INT-102233,24:31.9,Marketing,Manager,What is customer churn rate?,Finance,Churn Rate,Trend Analysis,0.7,1670,2,Medium,Negative,Slow,Review Needed
INT-102196,47:31.9,Marketing,Executive,Show monthly revenue trend,Marketing,Profit Margin,Trend Analysis,0.7,2052,2,nan,Negative,Slow,Review Needed
INT-102263,49:31.9,HR,Executive,Show monthly revenue trend,Sales,Revenue,Descriptive,0.9,1394,3,Low,Neutral,Slow,High Performance
INT-102268,19:31.9,Sales,Analyst,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.7,911,3,Low,Neutral,Slow,High Performance
INT-103024,52:31.9,Operations,Intern,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.8,306,0,Medium,No Rating,Fast,Review Needed
INT-103034,11:31.9,Finance,Analyst,Compare sales performance by region,Sales,ROI,Descriptive,0.9,1692,2,High,Negative,Slow,Review Needed
INT-102948,49:31.9,HR,Analyst,Which campaign had highest ROI?,Revenue,Conversion Rate,Descriptive,0.6,280,5,nan,Positive,Instant,High Performance
INT-102310,09:31.9,Sales,Executive,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,0.8,2381,4,Low,Positive,Slow,High Performance
INT-102445,59:31.9,HR,Executive,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.9,1686,5,High,Positive,Slow,High Performance
INT-102488,19:31.9,Operations,Manager,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.7,1487,4,High,Positive,Slow,High Performance
INT-102521,43:31.9,Sales,Manager,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.9,208,5,Low,Positive,Instant,High Performance
INT-102806,43:31.9,HR,Manager,Forecast next quarter revenue,Customer,Revenue,Predictive,0.9,1466,2,Low,Negative,Slow,Review Needed
INT-102740,30:31.9,Operations,Manager,Compare sales performance by region,Finance,Conversion Rate,Trend Analysis,0.9,1742,1,Medium,Negative,Slow,Review Needed
INT-102634,24:31.9,Sales,Intern,Which campaign had highest ROI?,Sales,ROI,Predictive,0.6,893,2,Low,Negative,Slow,Review Needed
INT-102681,46:31.9,HR,Analyst,Compare sales performance by region,Finance,Churn Rate,Trend Analysis,0.7,1105,1,High,Negative,Slow,Review Needed
INT-102610,02:31.9,Operations,Manager,Forecast next quarter revenue,Finance,ROI,Trend Analysis,0.9,2356,4,nan,Positive,Slow,High Performance
INT-102615,57:31.9,Operations,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Descriptive,1,1760,4,High,Positive,Slow,High Performance
INT-102618,22:31.9,Finance,Manager,What is customer churn rate?,Customer,Conversion Rate,Trend Analysis,0.8,1372,0,High,No Rating,Slow,Review Needed
INT-102619,48:31.9,Operations,Intern,Compare sales performance by region,Customer,Churn Rate,Predictive,0.8,1953,5,Low,Positive,Slow,High Performance
INT-102597,25:31.9,Sales,Manager,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.8,760,1,Low,Negative,Slow,Review Needed
INT-103192,28:31.9,Finance,Intern,Which campaign had highest ROI?,Sales,Revenue,Descriptive,0.8,521,4,Medium,Positive,Fast,High Performance
INT-103197,50:31.9,Marketing,Intern,What is customer churn rate?,Finance,ROI,Trend Analysis,0.6,367,2,nan,Negative,Fast,Review Needed
INT-100218,49:31.9,Sales,Manager,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.9,2441,3,Medium,Neutral,Slow,High Performance
INT-100228,01:31.9,Finance,Analyst,Forecast next quarter revenue,Customer,Churn Rate,Predictive,1,809,4,Medium,Positive,Slow,High Performance
INT-100229,37:31.9,HR,Manager,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.6,207,4,nan,Positive,Instant,High Performance
INT-100188,56:31.9,Sales,Intern,Forecast next quarter revenue,Revenue,ROI,Descriptive,0.7,1589,1,High,Negative,Slow,Review Needed
INT-100011,03:31.9,Finance,Intern,Forecast next quarter revenue,Finance,Churn Rate,Descriptive,0.9,1206,4,Medium,Positive,Slow,High Performance
INT-100105,28:31.9,Operations,Executive,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.7,885,0,Medium,No Rating,Slow,Review Needed
INT-100127,27:31.9,HR,Analyst,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.9,393,0,Medium,No Rating,Fast,Review Needed
INT-100490,01:31.9,Sales,Analyst,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.6,1425,4,Medium,Positive,Slow,High Performance
INT-100288,39:31.9,Finance,Intern,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.6,1821,3,Medium,Neutral,Slow,High Performance
INT-100289,50:31.9,HR,Intern,Forecast next quarter revenue,Sales,ROI,Descriptive,1,959,4,Medium,Positive,Slow,High Performance
INT-100293,05:31.9,HR,Analyst,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.8,393,4,Medium,Positive,Fast,High Performance
INT-100313,31:31.9,Sales,Manager,Which campaign had highest ROI?,Customer,Profit Margin,Descriptive,0.9,2195,4,Medium,Positive,Slow,High Performance
INT-101042,35:31.9,Finance,Executive,Forecast next quarter revenue,Customer,Churn Rate,Trend Analysis,0.8,1833,5,nan,Positive,Slow,High Performance
INT-101150,07:31.9,Sales,Executive,Forecast next quarter revenue,Marketing,Profit Margin,Trend Analysis,0.6,2466,5,Medium,Positive,Slow,High Performance
INT-101179,15:31.9,Sales,Executive,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,1,1056,3,High,Neutral,Slow,High Performance
INT-101065,06:31.9,HR,Executive,Compare sales performance by region,Customer,Profit Margin,Trend Analysis,0.7,2044,2,Medium,Negative,Slow,Review Needed
INT-101102,34:31.9,Sales,Analyst,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.6,1544,3,nan,Neutral,Slow,High Performance
INT-101269,20:31.9,Operations,Analyst,Which campaign had highest ROI?,Finance,Conversion Rate,Predictive,0.7,1885,2,Low,Negative,Slow,Review Needed
INT-101489,16:31.9,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.6,1197,2,nan,Negative,Slow,Review Needed
INT-101516,07:31.9,Finance,Executive,Compare sales performance by region,Sales,ROI,Descriptive,1,1465,5,Low,Positive,Slow,High Performance
INT-101396,28:31.9,Marketing,Executive,Compare sales performance by region,Finance,Revenue,Predictive,0.8,943,2,nan,Negative,Slow,Review Needed
INT-101346,17:31.9,Marketing,Manager,Compare sales performance by region,Revenue,Churn Rate,Predictive,0.9,225,2,Medium,Negative,Instant,Review Needed
INT-101364,59:31.9,Operations,Manager,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.9,1024,4,Medium,Positive,Slow,High Performance
INT-102265,01:31.9,Marketing,Executive,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.6,1560,4,Low,Positive,Slow,High Performance
INT-102190,08:31.9,HR,Manager,Forecast next quarter revenue,Marketing,Churn Rate,Trend Analysis,0.6,572,3,Low,Neutral,Fast,High Performance
INT-102103,06:31.9,HR,Manager,Which campaign had highest ROI?,Customer,Churn Rate,Predictive,0.9,2186,5,Medium,Positive,Slow,High Performance
INT-101633,24:31.9,Marketing,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Trend Analysis,0.9,862,0,Low,No Rating,Slow,Review Needed
INT-101602,06:31.9,Marketing,Analyst,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.9,468,4,Medium,Positive,Fast,High Performance
INT-101682,50:31.9,Finance,Manager,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.6,1486,0,Low,No Rating,Slow,Review Needed
INT-101700,07:31.9,HR,Executive,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,1,2377,4,High,Positive,Slow,High Performance
INT-101708,23:31.9,Marketing,Intern,Which campaign had highest ROI?,Customer,Revenue,Trend Analysis,0.7,309,1,Medium,Negative,Fast,Review Needed
INT-101820,34:31.9,Marketing,Intern,Compare sales performance by region,Sales,Revenue,Predictive,0.8,2156,5,High,Positive,Slow,High Performance
INT-101846,42:31.9,Sales,Executive,What is customer churn rate?,Revenue,ROI,Predictive,0.9,795,0,High,No Rating,Slow,Review Needed
INT-101986,35:31.9,HR,Intern,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.7,2412,4,Low,Positive,Slow,High Performance
INT-102051,27:31.9,Marketing,Intern,What is customer churn rate?,Marketing,ROI,Predictive,0.6,1083,3,Low,Neutral,Slow,High Performance
INT-102606,20:31.9,Marketing,Analyst,Compare sales performance by region,Revenue,ROI,Predictive,1,1575,0,Medium,No Rating,Slow,Review Needed
INT-102607,08:31.9,Finance,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Descriptive,1,2025,2,Medium,Negative,Slow,Review Needed
INT-102647,59:31.9,HR,Executive,What is customer churn rate?,Customer,ROI,Predictive,0.8,1642,4,nan,Positive,Slow,High Performance
INT-102497,15:31.9,Marketing,Executive,What is customer churn rate?,Sales,Conversion Rate,Predictive,0.8,1269,4,Medium,Positive,Slow,High Performance
INT-102558,58:31.9,Operations,Executive,Which campaign had highest ROI?,Finance,ROI,Trend Analysis,1,2381,5,nan,Positive,Slow,High Performance
INT-102548,25:31.9,Marketing,Executive,What is customer churn rate?,Sales,ROI,Trend Analysis,0.9,1854,2,High,Negative,Slow,Review Needed
INT-102303,01:31.9,Sales,Executive,Show monthly revenue trend,Revenue,Churn Rate,Predictive,0.7,1047,3,Medium,Neutral,Slow,High Performance
INT-102298,27:31.9,Operations,Intern,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.9,1670,3,High,Neutral,Slow,High Performance
INT-102294,02:31.9,Finance,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.8,854,3,Medium,Neutral,Slow,High Performance
INT-102289,28:31.9,Finance,Intern,Forecast next quarter revenue,Customer,ROI,Predictive,0.8,2021,3,Medium,Neutral,Slow,High Performance
INT-102317,12:31.9,HR,Manager,Forecast next quarter revenue,Marketing,Conversion Rate,Trend Analysis,0.9,403,5,Medium,Positive,Fast,High Performance
INT-102329,15:31.9,Sales,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Predictive,0.8,279,0,High,No Rating,Instant,Review Needed
INT-102384,24:31.9,Finance,Executive,Show monthly revenue trend,Sales,Revenue,Trend Analysis,0.7,1250,5,Low,Positive,Slow,High Performance
INT-102348,19:31.9,Marketing,Manager,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,0.9,1183,0,nan,No Rating,Slow,Review Needed
INT-102865,00:31.9,Operations,Executive,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.7,1598,2,Medium,Negative,Slow,Review Needed
INT-102886,03:31.9,Operations,Manager,Compare sales performance by region,Marketing,Churn Rate,Predictive,0.7,682,2,Medium,Negative,Slow,Review Needed
INT-102982,06:31.9,Sales,Intern,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,1,1045,0,Low,No Rating,Slow,Review Needed
INT-103196,23:31.9,HR,Manager,Which campaign had highest ROI?,Customer,ROI,Descriptive,0.7,1456,4,Medium,Positive,Slow,High Performance
INT-103173,46:31.9,HR,Analyst,What is customer churn rate?,Finance,Revenue,Descriptive,0.9,2189,2,Medium,Negative,Slow,Review Needed
INT-103060,34:31.9,Finance,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.7,1104,5,Low,Positive,Slow,High Performance
INT-103097,00:31.9,Marketing,Analyst,Which campaign had highest ROI?,Sales,Churn Rate,Descriptive,0.9,1560,3,nan,Neutral,Slow,High Performance
INT-100311,09:31.9,Finance,Analyst,Forecast next quarter revenue,Customer,Profit Margin,Descriptive,0.7,2335,4,Medium,Positive,Slow,High Performance
INT-100286,36:31.9,HR,Intern,Which campaign had highest ROI?,Sales,Churn Rate,Predictive,0.8,1401,3,High,Neutral,Slow,High Performance
INT-100279,02:31.9,Finance,Manager,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.7,1697,4,High,Positive,Slow,High Performance
INT-100344,16:31.9,Marketing,Intern,Forecast next quarter revenue,Finance,Profit Margin,Trend Analysis,0.7,1476,4,Low,Positive,Slow,High Performance
INT-100318,54:31.9,Marketing,Analyst,Forecast next quarter revenue,Customer,Conversion Rate,Predictive,0.8,1924,5,Medium,Positive,Slow,High Performance
INT-100405,34:31.9,Operations,Analyst,Compare sales performance by region,Sales,ROI,Trend Analysis,0.9,1263,3,High,Neutral,Slow,High Performance
INT-100130,32:31.9,Finance,Intern,Compare sales performance by region,Sales,ROI,Trend Analysis,0.7,1263,4,Low,Positive,Slow,High Performance
INT-100087,14:31.9,Sales,Intern,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.9,262,3,High,Neutral,Instant,High Performance
INT-100016,03:31.9,HR,Manager,Show monthly revenue trend,Marketing,Conversion Rate,Trend Analysis,0.7,2493,3,High,Neutral,Slow,High Performance
INT-100014,07:31.9,HR,Executive,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,0.7,2096,3,Low,Neutral,Slow,High Performance
INT-100062,31:31.9,Operations,Intern,Which campaign had highest ROI?,Revenue,Conversion Rate,Predictive,0.8,250,1,High,Negative,Instant,Review Needed
INT-100174,52:31.9,HR,Manager,What is customer churn rate?,Sales,Churn Rate,Descriptive,0.8,759,2,Medium,Negative,Slow,Review Needed
INT-100160,11:31.9,Finance,Analyst,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.7,2425,3,Medium,Neutral,Slow,High Performance
INT-100271,36:31.9,Sales,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.8,421,5,High,Positive,Fast,High Performance
INT-100730,08:31.9,Operations,Analyst,Compare sales performance by region,Sales,Revenue,Trend Analysis,0.6,2152,3,High,Neutral,Slow,High Performance
INT-101349,58:31.9,Sales,Manager,Which campaign had highest ROI?,Finance,Conversion Rate,Predictive,0.8,1198,5,Low,Positive,Slow,High Performance
INT-101399,04:31.9,Finance,Executive,Show monthly revenue trend,Marketing,Churn Rate,Predictive,0.9,1175,5,Low,Positive,Slow,High Performance
INT-101407,26:31.9,Marketing,Analyst,What is customer churn rate?,Sales,Conversion Rate,Trend Analysis,0.7,347,5,Medium,Positive,Fast,High Performance
INT-101436,18:31.9,Operations,Executive,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.8,1500,4,High,Positive,Slow,High Performance
INT-101437,38:31.9,Sales,Analyst,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.8,1977,3,Medium,Neutral,Slow,High Performance
INT-101446,05:31.9,Operations,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.7,2376,4,nan,Positive,Slow,High Performance
INT-101094,02:31.9,Finance,Intern,Which campaign had highest ROI?,Revenue,Revenue,Trend Analysis,0.9,222,3,nan,Neutral,Instant,High Performance
INT-101161,28:31.9,Sales,Executive,Forecast next quarter revenue,Revenue,Conversion Rate,Trend Analysis,0.8,897,4,Low,Positive,Slow,High Performance
INT-101162,56:31.9,Finance,Analyst,Show monthly revenue trend,Finance,Churn Rate,Predictive,1,1192,0,Low,No Rating,Slow,Review Needed
INT-101146,38:31.9,Finance,Analyst,Which campaign had highest ROI?,Marketing,Conversion Rate,Trend Analysis,0.8,1397,5,Medium,Positive,Slow,High Performance
INT-101038,50:31.9,Marketing,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.7,2013,1,Low,Negative,Slow,Review Needed
INT-101028,20:31.9,HR,Manager,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.8,1316,1,Low,Negative,Slow,Review Needed
INT-101018,54:31.9,Marketing,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.7,2396,0,Low,No Rating,Slow,Review Needed
INT-100969,23:31.9,Operations,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.8,1298,5,Medium,Positive,Slow,High Performance
INT-100843,24:31.9,Sales,Executive,Which campaign had highest ROI?,Revenue,ROI,Predictive,1,397,4,nan,Positive,Fast,High Performance
INT-102073,06:31.9,Operations,Manager,Which campaign had highest ROI?,Sales,ROI,Trend Analysis,0.6,1874,5,Low,Positive,Slow,High Performance
INT-102081,00:31.9,Sales,Analyst,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.9,1258,3,Medium,Neutral,Slow,High Performance
INT-102040,32:31.9,HR,Executive,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.8,754,0,Low,No Rating,Slow,Review Needed
INT-101990,23:31.9,Operations,Intern,Forecast next quarter revenue,Finance,Profit Margin,Trend Analysis,0.6,847,4,High,Positive,Slow,High Performance
INT-101900,42:31.9,Operations,Analyst,Which campaign had highest ROI?,Revenue,Profit Margin,Trend Analysis,0.9,1479,0,Low,No Rating,Slow,Review Needed
INT-101895,02:31.9,Finance,Executive,Compare sales performance by region,Finance,Profit Margin,Predictive,0.8,2165,2,High,Negative,Slow,Review Needed
INT-101940,06:31.9,Marketing,Manager,Show monthly revenue trend,Revenue,Profit Margin,Predictive,0.8,1707,2,nan,Negative,Slow,Review Needed
INT-101729,55:31.9,Marketing,Manager,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.6,555,5,High,Positive,Fast,High Performance
INT-101590,15:31.9,HR,Manager,Compare sales performance by region,Sales,Revenue,Predictive,0.7,2290,4,nan,Positive,Slow,High Performance
INT-101556,52:31.9,Finance,Executive,Show monthly revenue trend,Customer,Revenue,Predictive,0.8,904,2,Low,Negative,Slow,Review Needed
INT-103020,03:31.9,Marketing,Executive,What is customer churn rate?,Marketing,Revenue,Predictive,0.8,1359,3,Low,Neutral,Slow,High Performance
